oid,RAW_REFERENCE_KEY,Sign,ABSOLUTE_ODOMETER_m,US_WELD_NUMBER,US_WELD_DISTANCE_m,DS_WELD_DISTANCE_m,US_AGM_REFERENCE,US_AGM_DISTANCE_m,DS_AGM_REFERENCE,DS_AGM_DISTANCE_m,PARENT_CLUSTER,MAX_DEPTH_PCT,FEATURE_LENGTH_mm,FEATURE_WIDTH_mm,ORIENTATION_deg,SEAM_ORIENTATION_deg,FEATURE_TYPE,CURRENT_INDICATOR_LF,INT_EXT,WALL_THICKNESS_mm,SMYS_kPa,Year of Exceedance,085dL_RPR,RPR1.25,085dL_Burst_Pressure_kPa,MAOP_kPa,Type of Failure,COMMENTS
12525,GWD 46620,GWD,95677.1,GWD 46620,0,24.324,AGM 17,2316.242,AGM 18,6689.799,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12526,DMA 4436,DMA,95686.844,GWD 46620,9.744,14.58,AGM 17,2325.986,AGM 18,6680.055,,0.073,12.054,11.194,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12527,GWD 46630,GWD,95701.424,GWD 46630,0,15.836,AGM 17,2340.566,AGM 18,6665.475,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12528,GWD 46640,GWD,95717.26,GWD 46640,0,24.321,AGM 17,2356.402,AGM 18,6649.639,,0,0,0,0,120,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12529,DMA 4437,DMA,95724.173,GWD 46640,6.913,17.408,AGM 17,2363.315,AGM 18,6642.726,,0.074,13.372,13.09,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364269889,16934,9930,,
12530,DMA 4438,DMA,95732.723,GWD 46640,15.463,8.858,AGM 17,2371.865,AGM 18,6634.176,,0.076,13.141,13.021,67.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364269889,16934,9930,,
12531,GWD 46650,GWD,95741.581,GWD 46650,0,24.331,AGM 17,2380.723,AGM 18,6625.318,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12532,DMA 4439,DMA,95752.875,GWD 46650,11.294,13.037,AGM 17,2392.017,AGM 18,6614.024,,0.062,12.153,22.992,150,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12533,DMA 4440,DMA,95754.777,GWD 46650,13.196,11.135,AGM 17,2393.919,AGM 18,6612.122,,0.071,11.103,33.964,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12534,GWD 46660,GWD,95765.912,GWD 46660,0,23.896,AGM 17,2405.054,AGM 18,6600.987,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12535,GWD 46670,GWD,95789.808,GWD 46670,0,24.352,AGM 17,2428.95,AGM 18,6577.091,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12536,GWD 46680,GWD,95814.16,GWD 46680,0,24.342,AGM 17,2453.302,AGM 18,6552.739,,0,0,0,0,45,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12537,MOB 61,MOB,95818.052,GWD 46680,3.892,20.45,AGM 17,2457.194,AGM 18,6548.847,,0,156.6,245.903,247.5,0,Metal Object,Y,,4.8,414000,,0,,0,0,,
12538,GWD 46690,GWD,95838.502,GWD 46690,0,24.353,AGM 17,2477.644,AGM 18,6528.397,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12539,GWD 46700,GWD,95862.855,GWD 46700,0,24.341,AGM 17,2501.997,AGM 18,6504.044,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12540,PMA 2140,PMA,95866.505,GWD 46700,3.65,20.691,AGM 17,2505.647,AGM 18,6500.394,,0.112,14.454,13.215,67.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361289023,16897,9930,,On SWD
12541,GWD 46710,GWD,95887.196,GWD 46710,0,24.327,AGM 17,2526.338,AGM 18,6479.703,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12542,DMA 4441,DMA,95900.465,GWD 46710,13.269,11.058,AGM 17,2539.607,AGM 18,6466.434,,0.091,11.454,8,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364511581,16937,9930,,
12543,DMA 4442,DMA,95909.077,GWD 46710,21.881,2.446,AGM 17,2548.219,AGM 18,6457.822,,0.06,12.572,18.717,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365317221,16947,9930,,
12544,GWD 46720,GWD,95911.523,GWD 46720,0,24.32,AGM 17,2550.665,AGM 18,6455.376,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12545,DMA 4443,DMA,95924.363,GWD 46720,12.84,11.48,AGM 17,2563.505,AGM 18,6442.536,,0.06,11.402,19.588,150,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
12546,MOB 62,MOB,95928.017,GWD 46720,16.494,7.826,AGM 17,2567.159,AGM 18,6438.882,,0,140.084,302.65,247.5,0,Metal Object,Y,,4.8,414000,,0,,0,0,,
12547,GWD 46730,GWD,95935.843,GWD 46730,0,24.326,AGM 17,2574.985,AGM 18,6431.056,,0,0,0,0,277.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12548,DMA 4444,DMA,95949.151,GWD 46730,13.308,11.018,AGM 17,2588.293,AGM 18,6417.748,,0.072,11.594,18.618,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
12549,GWD 46740,GWD,95960.169,GWD 46740,0,24.313,AGM 17,2599.311,AGM 18,6406.73,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12550,GWD 46750,GWD,95984.482,GWD 46750,0,24.3,AGM 17,2623.624,AGM 18,6382.417,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12551,DMA 4445,DMA,95985.698,GWD 46750,1.216,23.084,AGM 17,2624.84,AGM 18,6381.201,,0.076,14.704,12.104,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.36346425,16924,9930,,
12552,DMA 4446,DMA,95992.791,GWD 46750,8.309,15.991,AGM 17,2631.933,AGM 18,6374.108,,0.068,12.324,16.517,157.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12553,DMA 4447,DMA,95998.245,GWD 46750,13.763,10.537,AGM 17,2637.387,AGM 18,6368.654,,0.065,12.168,13.598,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
12554,GWD 46760,GWD,96008.782,GWD 46760,0,24.318,AGM 17,2647.924,AGM 18,6358.117,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12555,DMA 4448,DMA,96011.795,GWD 46760,3.013,21.305,AGM 17,2650.937,AGM 18,6355.104,GRP 380,0.075,16.186,15.42,202.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.36265861,16914,9930,,
12556,GRP 380,GRP,96011.796,GWD 46760,3.014,21.304,AGM 17,2650.938,AGM 18,6355.103,,0.075,88.417,20.555,210,0,Group,Y,E,4.8,414000,,1.126,1.319959718,16384,9930,,
12557,DMA 4449,DMA,96011.869,GWD 46760,3.087,21.231,AGM 17,2651.011,AGM 18,6355.03,GRP 380,0.062,15.448,15.687,210,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
12558,DMA 4450,DMA,96026.1,GWD 46760,17.318,7,AGM 17,2665.242,AGM 18,6340.799,CLS 633,0.06,11.045,8,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12559,DMA 4451,DMA,96026.11,GWD 46760,17.328,6.99,AGM 17,2665.252,AGM 18,6340.789,CLS 633,0.069,13.292,12.081,157.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364592145,16938,9930,,
12560,CLS 633,CLS,96026.101,GWD 46760,17.319,6.999,AGM 17,2665.243,AGM 18,6340.798,,0.069,47.16,34.407,157.5,0,Cluster,Y,E,4.8,414000,,1.145,1.342678751,16666,9930,,
12561,DMA 4452,DMA,96026.129,GWD 46760,17.347,6.971,AGM 17,2665.271,AGM 18,6340.77,,0.06,11.502,8,135,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12562,DMA 4453,DMA,96026.137,GWD 46760,17.355,6.963,AGM 17,2665.279,AGM 18,6340.762,CLS 633,0.06,11.275,8,150,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
12563,DMA 4454,DMA,96026.167,GWD 46760,17.385,6.933,AGM 17,2665.309,AGM 18,6340.732,,0.072,21.343,18.877,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.35959718,16876,9930,,
12564,GWD 46770,GWD,96033.1,GWD 46770,0,24.316,AGM 17,2672.242,AGM 18,6333.799,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12565,DMA 4455,DMA,96038.348,GWD 46770,5.248,19.068,AGM 17,2677.49,AGM 18,6328.551,,0.064,12.048,9.184,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12566,DMA 4456,DMA,96044.416,GWD 46770,11.316,13,AGM 17,2683.558,AGM 18,6322.483,,0.06,12.383,16.064,112.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12567,DMA 4457,DMA,96050.237,GWD 46770,17.137,7.179,AGM 17,2689.379,AGM 18,6316.662,,0.074,12.598,11.317,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364672709,16939,9930,,
12568,GWD 46780,GWD,96057.416,GWD 46780,0,24.336,AGM 17,2696.558,AGM 18,6309.483,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12569,DMA 4458,DMA,96069.643,GWD 46780,12.227,12.109,AGM 17,2708.785,AGM 18,6297.256,,0.06,11.054,27.919,270,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12570,DMA 4459,DMA,96074.556,GWD 46780,17.14,7.196,AGM 17,2713.698,AGM 18,6292.343,CLS 634,0.06,12.502,11.79,285,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365317221,16947,9930,,
12571,CLS 634,CLS,96074.556,GWD 46780,17.14,7.196,AGM 17,2713.698,AGM 18,6292.343,,0.064,53.532,66.647,300,0,Cluster,Y,E,4.8,414000,,1.144,1.341067472,16646,9930,,
12572,DMA 4460,DMA,96074.58,GWD 46780,17.164,7.172,AGM 17,2713.722,AGM 18,6292.319,CLS 634,0.062,11.734,8,292.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
12573,DMA 4461,DMA,96074.598,GWD 46780,17.182,7.154,AGM 17,2713.74,AGM 18,6292.301,CLS 634,0.064,11.762,8,315,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12574,DMA 4462,DMA,96079.105,GWD 46780,21.689,2.647,AGM 17,2718.247,AGM 18,6287.794,CLS 635,0.064,13.928,12.987,135,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364511581,16937,9930,,
12575,CLS 635,CLS,96079.105,GWD 46780,21.689,2.647,AGM 17,2718.247,AGM 18,6287.794,,0.065,45.393,12.988,135,0,Cluster,Y,E,4.8,414000,,1.147,1.34509567,16696,9930,,
12576,DMA 4463,DMA,96079.138,GWD 46780,21.722,2.614,AGM 17,2718.28,AGM 18,6287.761,CLS 635,0.065,12.597,12.064,135,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12577,GWD 46790,GWD,96081.752,GWD 46790,0,24.349,AGM 17,2720.894,AGM 18,6285.147,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12578,GWD 46800,GWD,96106.101,GWD 46800,0,24.358,AGM 17,2745.243,AGM 18,6260.798,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12579,GWD 46810,GWD,96130.459,GWD 46810,0,24.351,AGM 17,2769.601,AGM 18,6236.44,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12580,PMA 2141,PMA,96144.205,GWD 46810,13.746,10.605,AGM 17,2783.347,AGM 18,6222.694,,0.119,11.647,15.334,90,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.363222558,16921,9930,,
12581,GWD 46820,GWD,96154.81,GWD 46820,0,24.342,AGM 17,2793.952,AGM 18,6212.089,,0,0,0,0,112.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12582,DMA 4464,DMA,96164.177,GWD 46820,9.367,14.975,AGM 17,2803.319,AGM 18,6202.722,,0.066,17.016,17.215,202.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362900302,16917,9930,,
12583,DMA 4465,DMA,96168.739,GWD 46820,13.929,10.413,AGM 17,2807.881,AGM 18,6198.16,,0.07,14.458,14.68,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
12584,DMA 4466,DMA,96172.71,GWD 46820,17.9,6.442,AGM 17,2811.852,AGM 18,6194.189,,0.067,12.549,10.302,307.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12585,GWD 46830,GWD,96179.152,GWD 46830,0,24.332,AGM 17,2818.294,AGM 18,6187.747,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12586,DMA 4467,DMA,96189.685,GWD 46830,10.533,13.799,AGM 17,2828.827,AGM 18,6177.214,,0.06,11.683,12.733,330,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
12587,DMA 4468,DMA,96196.522,GWD 46830,17.37,6.962,AGM 17,2835.664,AGM 18,6170.377,,0.071,12.698,14.981,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364753273,16940,9930,,
12588,BND 145,BND,96200.394,GWD 46830,21.242,3.09,AGM 17,2839.536,AGM 18,6166.505,,0,888.044,0,150,0,Bend,Y,,4.8,414000,,0,,0,0,,
12589,GWD 46840,GWD,96203.484,GWD 46840,0,24.323,AGM 17,2842.626,AGM 18,6163.415,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12590,GWD 46850,GWD,96227.807,GWD 46850,0,24.315,AGM 17,2866.949,AGM 18,6139.092,,0,0,0,0,330,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12591,DMA 4469,DMA,96245.064,GWD 46850,17.257,7.058,AGM 17,2884.206,AGM 18,6121.835,,0.066,13.314,11.664,157.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364672709,16939,9930,,
12592,DMA 4470,DMA,96245.739,GWD 46850,17.932,6.383,AGM 17,2884.881,AGM 18,6121.16,,0.066,11.8,8.143,292.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12593,DMA 4471,DMA,96246.525,GWD 46850,18.718,5.597,AGM 17,2885.667,AGM 18,6120.374,,0.068,13.747,12.853,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364431017,16936,9930,,
12594,GWD 46860,GWD,96252.122,GWD 46860,0,24.301,AGM 17,2891.264,AGM 18,6114.777,,0,0,0,0,112.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12595,DMA 4472,DMA,96265.841,GWD 46860,13.719,10.582,AGM 17,2904.983,AGM 18,6101.058,,0.072,14.676,14.829,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363705942,16927,9930,,
12596,DMA 4473,DMA,96269.413,GWD 46860,17.291,7.01,AGM 17,2908.555,AGM 18,6097.486,,0.063,13.251,11.778,82.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12597,DMA 4474,DMA,96269.43,GWD 46860,17.308,6.993,AGM 17,2908.572,AGM 18,6097.469,CLS 636,0.067,18.955,18.049,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.161,1.361691843,16902,9930,,
12598,CLS 636,CLS,96269.43,GWD 46860,17.308,6.993,AGM 17,2908.572,AGM 18,6097.469,,0.067,19.544,53.477,52.5,0,Cluster,Y,E,4.8,414000,,1.161,1.361369587,16898,9930,,
12599,DMA 4475,DMA,96269.438,GWD 46860,17.316,6.985,AGM 17,2908.58,AGM 18,6097.461,CLS 636,0.063,11.813,8.254,37.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12600,GWD 46870,GWD,96276.423,GWD 46870,0,24.325,AGM 17,2915.565,AGM 18,6090.476,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12601,DMA 4476,DMA,96281.698,GWD 46870,5.275,19.05,AGM 17,2920.84,AGM 18,6085.201,,0.06,10.985,8,7.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12602,DMA 4477,DMA,96288.624,GWD 46870,12.201,12.124,AGM 17,2927.766,AGM 18,6078.275,,0.068,12.602,10.903,337.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12603,DMA 4478,DMA,96292.26,GWD 46870,15.837,8.488,AGM 17,2931.402,AGM 18,6074.639,CLS 637,0.074,12.111,13.019,202.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12604,CLS 637,CLS,96292.26,GWD 46870,15.837,8.488,AGM 17,2931.402,AGM 18,6074.639,,0.074,30.673,13.013,202.5,0,Cluster,Y,E,4.8,414000,,1.153,1.352668681,16790,9930,,
12605,DMA 4479,DMA,96292.278,GWD 46870,15.855,8.47,AGM 17,2931.42,AGM 18,6074.621,CLS 637,0.072,13.234,12.586,202.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364431017,16936,9930,,
12606,GWD 46880,GWD,96300.748,GWD 46880,0,24.309,AGM 17,2939.89,AGM 18,6066.151,,0,0,0,0,30,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12607,GWD 46890,GWD,96325.057,GWD 46890,0,22.596,AGM 17,2964.199,AGM 18,6041.842,,0,0,0,0,330,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12608,GWD 46900,GWD,96347.653,GWD 46900,0,18.873,AGM 17,2986.795,AGM 18,6019.246,,0,0,0,0,67.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
12609,GWD 46910,GWD,96366.526,GWD 46910,0,18.892,AGM 17,3005.668,AGM 18,6000.373,,0,0,0,0,292.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
12610,GWD 46920,GWD,96385.418,GWD 46920,0,24.345,AGM 17,3024.56,AGM 18,5981.481,,0,0,0,0,45,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12611,DMA 4480,DMA,96386.546,GWD 46920,1.128,23.217,AGM 17,3025.688,AGM 18,5980.353,,0.075,26.223,15.457,322.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.156,1.355730111,16828,9930,,
12612,GWD 46930,GWD,96409.763,GWD 46930,0,8.809,AGM 17,3048.905,AGM 18,5957.136,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12613,GWD 46940,GWD,96418.572,GWD 46940,0,18.873,AGM 17,3057.714,AGM 18,5948.327,,0,0,0,0,105,Girth Weld,Y,,5.56,414000,,0,,0,0,,
12614,GWD 46950,GWD,96437.445,GWD 46950,0,16.7,AGM 17,3076.587,AGM 18,5929.454,,0,0,0,0,322.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
12615,GWD 46960,GWD,96454.145,GWD 46960,0,24.349,AGM 17,3093.287,AGM 18,5912.754,,0,0,0,0,352.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12616,GWD 46970,GWD,96478.494,GWD 46970,0,24.349,AGM 17,3117.636,AGM 18,5888.405,,0,0,0,0,330,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12617,GWD 46980,GWD,96502.843,GWD 46980,0,24.328,AGM 17,3141.985,AGM 18,5864.056,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12618,PMA 2142,PMA,96513.95,GWD 46980,11.107,13.221,AGM 17,3153.092,AGM 18,5852.949,,0.072,12.236,16.05,172.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12619,GWD 46990,GWD,96527.171,GWD 46990,0,24.319,AGM 17,3166.313,AGM 18,5839.728,,0,0,0,0,277.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12620,DMA 4481,DMA,96534.768,GWD 46990,7.597,16.722,AGM 17,3173.91,AGM 18,5832.131,,0.074,17.649,12.134,22.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.161,1.361852971,16904,9930,,
12621,PMA 2143,PMA,96551.39,GWD 46990,24.219,0.1,AGM 17,3190.532,AGM 18,5815.509,,0.061,20.77,42.847,105,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361289023,16897,9930,,
12622,GWD 47000,GWD,96551.49,GWD 47000,0,24.311,AGM 17,3190.632,AGM 18,5815.409,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12623,DMA 4482,DMA,96561.526,GWD 47000,10.036,14.275,AGM 17,3200.668,AGM 18,5805.373,,0.06,11.288,11.132,105,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
12624,DMA 4483,DMA,96561.568,GWD 47000,10.078,14.233,AGM 17,3200.71,AGM 18,5805.331,,0.07,14.417,14.6,135,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
12625,GWD 47010,GWD,96575.801,GWD 47010,0,24.297,AGM 17,3214.943,AGM 18,5791.098,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12626,GWD 47020,GWD,96600.098,GWD 47020,0,24.319,AGM 17,3239.24,AGM 18,5766.801,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12627,DMA 4484,DMA,96611.288,GWD 47020,11.19,13.129,AGM 17,3250.43,AGM 18,5755.611,,0.065,11.713,8.077,322.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12628,DMA 4485,DMA,96613.502,GWD 47020,13.404,10.915,AGM 17,3252.644,AGM 18,5753.397,,0.06,12.427,14.317,345,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12629,GWD 47030,GWD,96624.417,GWD 47030,0,24.326,AGM 17,3263.559,AGM 18,5742.482,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12630,GWD 47040,GWD,96648.743,GWD 47040,0,24.343,AGM 17,3287.885,AGM 18,5718.156,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12631,DMA 4486,DMA,96666.85,GWD 47040,18.107,6.236,AGM 17,3305.992,AGM 18,5700.049,,0.063,12.439,10.937,322.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
12632,GWD 47050,GWD,96673.086,GWD 47050,0,24.345,AGM 17,3312.228,AGM 18,5693.813,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12633,GWD 47060,GWD,96697.431,GWD 47060,0,21.663,AGM 17,3336.573,AGM 18,5669.468,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12634,GWD 47070,GWD,96719.094,GWD 47070,0,24.338,AGM 17,3358.236,AGM 18,5647.805,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12635,DMA 4487,DMA,96729.275,GWD 47070,10.181,14.157,AGM 17,3368.417,AGM 18,5637.624,,0.06,12.14,13.332,67.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12636,GWD 47080,GWD,96743.432,GWD 47080,0,24.349,AGM 17,3382.574,AGM 18,5623.467,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12637,DMA 4488,DMA,96753.279,GWD 47080,9.847,14.502,AGM 17,3392.421,AGM 18,5613.62,CLS 638,0.075,11.761,8,7.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12638,CLS 638,CLS,96753.279,GWD 47080,9.847,14.502,AGM 17,3392.421,AGM 18,5613.62,,0.075,33.971,24.734,15,0,Cluster,Y,E,4.8,414000,,1.151,1.349929507,16756,9930,,
12639,DMA 4489,DMA,96753.3,GWD 47080,9.868,14.481,AGM 17,3392.442,AGM 18,5613.599,CLS 638,0.061,12.981,22.562,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365156093,16945,9930,,
12640,DMA 4490,DMA,96753.308,GWD 47080,9.876,14.473,AGM 17,3392.45,AGM 18,5613.591,,0.07,13.736,13.318,352.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364269889,16934,9930,,
12641,GWD 47090,GWD,96767.781,GWD 47090,0,24.334,AGM 17,3406.923,AGM 18,5599.118,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12642,GWD 47100,GWD,96792.115,GWD 47100,0,24.342,AGM 17,3431.257,AGM 18,5574.784,,0,0,0,0,30,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12643,DMA 4491,DMA,96796.368,GWD 47100,4.253,20.089,AGM 17,3435.51,AGM 18,5570.531,,0.06,11.212,8,90,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
12644,DMA 4492,DMA,96802.625,GWD 47100,10.51,13.832,AGM 17,3441.767,AGM 18,5564.274,,0.06,11.02,8,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12645,GWD 47110,GWD,96816.457,GWD 47110,0,24.341,AGM 17,3455.599,AGM 18,5550.442,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12646,GWD 47120,GWD,96840.798,GWD 47120,0,24.325,AGM 17,3479.94,AGM 18,5526.101,,0,0,0,0,37.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12647,GWD 47130,GWD,96865.123,GWD 47130,0,24.333,AGM 17,3504.265,AGM 18,5501.776,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12648,GWD 47140,GWD,96889.456,GWD 47140,0,24.327,AGM 17,3528.598,AGM 18,5477.443,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12649,DMA 4493,DMA,96892.256,GWD 47140,2.8,21.527,AGM 17,3531.398,AGM 18,5474.643,,0.066,12.616,12.555,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12650,GWD 47150,GWD,96913.783,GWD 47150,0,24.326,AGM 17,3552.925,AGM 18,5453.116,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
